id	author_id	base_language	text	posted_time_in_years
456	3557	hin	srk: my chennai express crossed cr aamir: my dhoom crossed cr arjunrampal: please..muje aise hee cr milne wale hai	2014
4887	1309	hin	स्वाति मालीवाल को ग़ुस्सा क्यों आया?     this is not politics watch pm	2015
1292	3571	hin	salman bhai k kasam kya phado performance hai	2014
1351	3571	hin	his fav salman movie....mein pyaar kiya	2014
168	1640	hin	raat ko neend lootane ka plan hain bhaijaan. aur argentina jeet jaye toh mazza aa jaye...	2014
185	1640	hin	“: thank u , appreciate it . glad u guys liked it .” loved the promo bhaijaan. real kick ass. mazza aa gaya .	2014
208	1640	hin	“: kick ka first song :  kamaal dhamaal bhaijaan	2014
376	1640	hin	sure shot hit written all over. bhaijaan ka naam jud gaya.	2014
389	1640	hin	that's the trp hitting the roofs.    on idiot box... bhaijaan ka kamaal	2014
393	1640	hin	on its way.  eidi lene aa rahe hain sanjay bhai. dil mein aate hain aur unke fans ke samaj mein bhi.	2014
433	1640	hin	saw kick and must say bhaijaan ka jadoo phir se chal gaya. the picture for masses like me. second half is very gripping.	2014
1310	1640	hin	jhakaas song . mazza aa gaya.   . u killed it bro. total paisa vasool. bhaijaan style...	2014
6269	1640	hin	boss this is killer yaaron. dil khush ho gaya. child in salman &amp; that cuteness is unmatched. mazza aa gaya	2016
6839	1640	hin	done bhaijaan... jaise aap kaho... game on	2016
7179	1640	hin	bhaijaan... looking as stunning as always in   . kamaal karte ho pandeyji... trp upper circuit lagane ke master ho aap	2016
368	1039	hin	did indian mission facilitate - meet, asks   अरे भाई पप्पू अबे कितना भोला है रे तू	2014
387	1039	hin	"vote के लिए कुछ भी करेगा, कही भी गिरेगा,  seems to be the motto of aam aadmi party. aap is indulging in politics of hatred to garner votes."""	2014
1316	1039	hin	मादर जात भूल गया था औकात: azam khan carrying live bullets, questioned at delhi airport	2014
6254	3467	hin	mera desh badal raha hai earlier dawood had his contacts in the underworld  now dawood has his contacts in the government	2016
8338	3467	hin	congress will win  seats in delhi mcd polls: ajay maken  via	2017
9178	3467	hin	jayanthy natarajan asked to join bjp  revival in tn &amp; refused. so according  billa-ranga style politics, raided &amp; fir filed.	2017
12480	3467	hin	elections in  states being fought by bjp with full media support that broadcasts &amp; expands its lies; backing of ec that overlooks its transgressions ; &amp; cbi, ed as its extended arms. despite this if bjp loses  states, modi &amp; shah shud retire from politics.	2018
1127	3467	hin	you saw salman's jai ho? three named have been asked to name  more, and chain continues till all indians r named.	2014
2123	3467	hin	s. dutt in prison.mannat ramp demolished. fir agst k johar. salman likely  escape charges of  hit-run &amp; manslaughter due  saffron contacts	2015
4695	3467	hin	for bhakts, if you speak truth u r anti-national. u might be aamir, srk, nandita das. don't bhakts have remotest ability  self-introspect	2015
4914	3467	hin	accept modi as godfather to be safe frm process of law-amit shah, vanzara,kodnani, salman, shivraj, jaitley, vijayaraje raje, sushma	2015
5964	3467	hin	िन्दुस्तान_की_शान_सलमान_खान salman's acquittal in hit-and-run case is victory of money power. and mockery of justice	2016
5978	3467	hin	post salman as brand ambassador  rio, aishwarya rai apptd brand ambassador  sallu. search on  brand ambassador  aish, who has panama a/c	2016
7111	3467	hin	salman pays  crore as advance tax, tax thief daring devgn pays  lakh	2016
12612	3467	hin	dia mirza slams akshay kumar and pm narendra modi for no women in bollywood meet - movies news	2018
15155	3467	hin	you came to bollywood armed with intro letters from indira gandhi for : a) ka abbas, b) nargis dutt.   your first two movies were:   ’saat hindustani’ produced by ka abbas ’reshma shera’ produced by sunil dutt  yet today u stand with gandhis’ worst enemies.	2019
29	819	hin	arnab declares aap as stuntmen of indian politics. amma dekh tera munda bigda jaaye!!	2014
28	4155	hin	happy politics with comedy....hasna jaruri hai siysat ke sath	2014
45	4155	hin	. it's not democracy it's beurocrcy government gundaraj ...chi...chi shame	2014
5377	1831	hin	delhi is suffocating due to garbage politics &amp; cm is giving imp to implement odd even to curb down pollution.  bizzare !!!	2016
13917	1831	hin	is a serious threat to bollywood industry  अब गलत आदमी से पंगा ले लिया है  don’t let him go only by apologising  as he holds a phd degree:  . kejriwal vs bikram singh majithia . kejriwal vs nitin gadkari . kejriwal vs the sibal	2019
4486	2363	hin	politics ma to neta log  gadha ko bhi baap bana lata hain.	2015
353	2368	hin	well hollywood- ariana grandé and bollywood- shreya ghoshal	2014
622	1583	hin	-tiwari+sibal+salman+singhvi all ex-ministers back in court(kala-coat)wht future sr.congi-man?pawar+mamta+rao all out of congi?	2014
36	2026	hin	may be shazia is leaving the party tommorrow.ak is in tihar till th june. due to drama politics, aap volunteers are now leaving the party.	2014
998	1744	hin	tendulkar ko bharat ratna lekin  ko padmashri bhi nahi indian government k gaal pe tamacha hai ye award	2014
1217	1744	hin	sé  ki indian politics me  khoje hui   ye  character story hai	2014
786	1744	hin	kbc men apne ek gjarib samaj k prostitute ko bulaya . bollywood k racket chalane walon sé kab milwa rahen .shweta k piche kon ?	2014
785	1744	hin	saalbhar sex parosne wala bollywood   jaisi movie bana k ganga nahaleta hai  paise bharta hai actresses sex racket melipt	2014
784	1744	hin	bollywood men abhisek..tushar jaison ko kaam mil raha hai wahan ek national awarded ko prosecution men jana pad raha wo	2014
941	1744	hin	media aur bollywood star q ek tweet ko apni zimmedari mante hai? jo movie promotion k liye kisi had tak gir sakte hai	2014
990	1744	hin	"pakistan k aadhe artist to bollywood men pal rahen  """	2014
16902	104	hin	raga discussing politics with his chhota bheem gang.	2020
900	2458	hin	aur agar dharm politics bhi khatm to ?	2014
1202	2458	hin	nahin , salman saab bade ghar nahin jaane ki taiyaari kar rahe hai # decision pending	2014
1226	44	hin	"today's  is a fond remembrance of andaz apna apna. ""aap toh purush hi nahi hain..."""	2014
6798	71	hin	the speakers at the international arrivals exit  is playing bollywood classics. lovely   tumko dekha… to ye khayaal aaya 	2016
207	1273	hin	srk married kajol in ddlj, dumped kajol for rani mukherjee in kkhh, dumped rani for kajol in kg.  kejriwal agent. भोस* का।	2014
206	1273	hin	*सन * aishwarya: dr. mera salman se break up ho gaya. psychiatrist: dekhiye, aap vivek se kaam lijiye.  *rest is history*	2014
11488	830	hin	hey   surprised by your entry in bollywood. just saw your camio in sahib biwi ... sahi hai	2018
17608	830	hin	jindagi badhti chali gai carvaan chalta raha. par pet (tummy) carvan sey bhee agey chala gya... joking rocky. y u didn't threaten then heroes of bollywood	2020
104	220	hin	sir, lets meet sir. aap jahan bolo. jaise bolo. bas milo. mr. usa is now seen appointmemt from namo. epic chhe boss!	2014
852	220	hin	now,just like bollywood struggler,i'll wish u shubh savar-bapor-sanjh-raat.who knows kyare tamaro reply karvano mood bani jaay	2014
849	220	hin	okay..mr. raut, thats like calling uday chopra ..tue salman khan of bollywood. thoda neeche aa jao	2014
880	220	hin	ask our  cr+ earning bollywood stars na. tv hum jaise salaried class ko ye log donate karne ko bolte hain..aur khud ka kya?	2014
1072	220	hin	achha hua salman ne srk ko nominate nahi kiya..srk agar jhaadu maarte hue dikhe, log usko kachrawala hij samajh lenge	2014
5160	1124	hin	as much we disagree on politics bt the music the anthem of doordarshan shall will allow us to have a chai.those days .heaven	2016
1047	1124	hin	yep.forget jaya n salman.they wil get released.wt abt the poor lady in mumbai blast case	2014
1046	1124	hin	salman killed people drunk driving.jaya looted  or death?	2014
9358	1500	hin	hope we will get the revamped version on ‘khat’ in any of the bollywood movie like ‘tu meri rani’. best of luck veere.	2017
554	1114	hin	"on the roll  government feeling the heat.. ""kuch bhi karna but pathan sey punga mat lena"""	2014
7934	1114	hin	government of  doesn't needs an annual budget anymore   khush-hali aayegi desh aage badhega	2017
5141	1114	hin	rajesh vivek, astrologer guran from lagaan, dies of heart  attack	2016
6220	1114	hin	chee chee itna wahiyat dialogues	2016
6746	1114	hin	bhaijaan traitor dekh k maza aa gaya all the best	2016
6895	1114	hin	how   is  at least  koi aur hoti jisko kaam aata ho movies acchi lagti	2016
7292	1114	hin	kaash aysa hota... (i m not an srk fan.	2016
8010	1114	hin	kya mast ullu banarely hai bhai	2017
9205	1114	hin	koi crime ki degree bhi de do isko	2017
48	373	hin	lo dynastic politics ka khaatma...waah..	2014
69	373	hin	ye sab politics kartae rahengae aur kuch nh..y dont they pass strict  abt  on womens at cenrtal govt.	2014
88	373	hin	hindu sena shiuld b banned by state government.immediately.	2014
219	373	hin	hai apna dil to awara...na jaane kis pae aaega. .   sport .	2014
16758	373	hin	berojgaari sae ,bhookmari sae , jumlaebaazi sae , communal politics sae , jaati vaad sae ...  paper banae to imitate act of india adopted the constitution through gazette on th jan	2020
465	27	hin	"""khilaadi mar ke bhi zinda ho uthtey hain!"" salman khan makes kabaddi sound homicidally dangerous."	2014
46	1115	hin	mujhe lagta hai usko politics me aane ka man hai kuch saal baad....pehle bhi modi ke ghar gaya tha kite festival pe....	2014
432	1115	hin	salman is finally improving on his acting with good performances in ek tha tiger and jai ho...now with kick, taking his acting to a new high	2014
1492	1115	hin	amazing evening at 'got talent - world stage'...srk hosting the event...live performances by priyanka…	2014
2345	1115	hin	"remembering srk's dialogue - ""kismat bahut kutti cheez hai, saali kabhi bhi palat jaati hai"" feeling the same now."	2015
7449	1115	hin	is the only a-lister in bollywood who's been bold enough to experiment with films like fan, chak de &amp; dear zindagi...kudos to him!	2016
9945	2816	hin	national media network newspaper chief editor daya nand vats congratulate yash raj films, filmmaker aditya chopra ji , ali abbas zafar, director, actor salman khan and katrina kaif  &amp; entire team of tiger zinda hai enter in  crore club.	2018
20363	545	hin	"from anjali khurana s page   ""someone wrote on my wall yesterday saying ""i ban punjabi products"", the way he banned  tanishq  and  of course."	2020
